Epoch 1,3.9090987321251345,3.991311430898724,3.8734045151582697,7.474226804123711Epoch 2,3.8791634494637526,4.330708661417323,3.8551504734865167,7.989690721649484Epoch 3,3.8707336912069703,4.941623676350801,3.8568718752910183,7.989690721649484Epoch 4,3.865764612805866,4.941623676350801,3.850453819196249,7.989690721649484Epoch 5,3.862295751884972,4.941623676350801,3.848569039216976,7.989690721649484Epoch 6,3.861266366496152,4.941623676350801,3.847775088143103,7.989690721649484Epoch 7,3.8608863589364226,4.941623676350801,3.847355931075578,7.989690721649484Epoch 8,3.860749842322394,4.941623676350801,3.8473549626537205,7.989690721649484Epoch 9,3.860772166017796,4.941623676350801,3.8474259179892,7.989690721649484Epoch 10,3.8606681153724414,4.941623676350801,3.8471806196822333,7.989690721649484Epoch 1,3.9148797516326947,3.597610643497149,3.881792840269423,3.0927835051546393
Epoch 2,3.877711654453863,4.6565300027151775,3.8588007627074252,7.989690721649484
Epoch 3,3.866173770484023,4.941623676350801,3.8508481610681593,7.989690721649484
Epoch 4,3.862480484918185,4.941623676350801,3.8524745075973037,7.216494845360824
Epoch 5,3.861248907886249,4.941623676350801,3.854487534650822,7.216494845360824
Epoch 6,3.8609308200849646,4.941623676350801,3.851323297343303,7.474226804123711
Epoch 7,3.8607713493224947,4.941623676350801,3.849777892692802,7.731958762886598
Epoch 8,3.860706818611959,4.941623676350801,3.85160639359779,7.474226804123711
Epoch 9,3.860756959146111,4.941623676350801,3.850672058223449,7.216494845360824
Epoch 10,3.8606627727377005,4.941623676350801,3.851063091730334,7.474226804123711
Epoch 1,3.904233896308317,4.0184632093402115,3.8887169311956034,3.350515463917526
Epoch 2,3.8830530058259782,4.249253326092859,3.8590310873444547,7.989690721649484
Epoch 3,3.8756600495042473,4.737985338039642,3.8459356494785584,8.762886597938143
Epoch 4,3.8736925751755753,4.588650556611458,3.858295275992954,7.474226804123711
Epoch 5,3.8628580331996574,4.710833559598154,3.8489938077238417,7.989690721649484
Epoch 6,3.844107673377276,4.941623676350801,3.788044531320788,7.989690721649484
Epoch 7,3.8227208374053476,4.941623676350801,3.8006795607891277,7.989690721649484
Epoch 8,3.8121699748271,5.2810209068694,3.77674473929651,6.185567010309279
Epoch 9,3.797528324650255,5.511811023622047,3.8026554977770934,9.278350515463918
Epoch 10,3.7936224641600544,6.13630192777627,3.7404293276600002,7.474226804123711
Epoch 11,3.7850139080231973,5.8647841433613905,3.7411093441481444,7.731958762886598
Epoch 12,3.7807291929662923,6.00054303556883,3.714805964342098,8.762886597938143
Epoch 13,3.7727469510433953,6.041270703231062,3.7242032867117025,9.278350515463918
Epoch 14,3.7335605201208493,6.937279391800163,3.633985858602622,8.24742268041237
Epoch 15,3.702772478936905,7.1409177301113225,3.6416394391010716,9.793814432989691
Epoch 16,3.691677157204986,7.453163182188434,3.637972875968697,9.793814432989691
Epoch 17,3.678359977130232,7.073038284007603,3.5939879859845663,9.278350515463918
Epoch 18,3.6706537327752176,7.398859625305458,3.596156262859856,10.309278350515463
Epoch 19,3.654785018494166,7.16806950855281,3.580075219734428,10.309278350515463
Epoch 20,3.6368634611441006,7.330980179201737,3.566337428142115,7.216494845360824
Epoch 21,3.629650357104241,7.969046972576704,3.556918655474161,9.536082474226804
